name,pokedex_number,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
Azurill,298,3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2,190,50,20,40,20,40,20,150,70,Fast,1,Undiscovered,,25,10
Nosepass,299,3,Normal,Compass Pokémon,1,Rock,,1,97,375,30,45,135,45,90,30,255,70,Medium Fast,1,Mineral,,50,20
Skitty,300,3,Normal,Kitten Pokémon,1,Normal,,0.6,11,260,50,45,45,35,35,50,255,70,Fast,2,Fairy,Field,25,15
Delcatty,301,3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,400,70,65,65,55,55,90,60,70,Fast,2,Fairy,Field,25,15
Sableye,302,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11,380,50,75,75,65,65,50,45,35,Medium Slow,1,Human-Like,,50,25
Mega Sableye,302,3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,161,480,50,85,125,85,115,20,45,35,Medium Slow,1,Human-Like,,50,25
Mawile,303,3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,380,50,85,85,55,55,50,45,70,Fast,2,Fairy,Field,50,20
Mega Mawile,303,3,Normal,Deceiver Pokémon,2,Steel,Fairy,1,23.5,480,50,105,125,55,95,50,45,70,Fast,2,Fairy,Field,50,20
Aron,304,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60,330,50,70,100,40,40,30,180,35,Slow,1,Monster,,50,35
Lairon,305,3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120,430,60,90,140,50,50,40,90,35,Slow,1,Monster,,50,35
Aggron,306,3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360,530,70,110,180,60,60,50,45,35,Slow,1,Monster,,50,35
Mega Aggron,306,3,Normal,Iron Armor Pokémon,1,Steel,,2.2,395,630,70,140,230,60,80,50,45,35,Slow,1,Monster,,50,35
Meditite,307,3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,280,30,40,55,40,55,60,180,70,Medium Fast,1,Human-Like,,50,20
Medicham,308,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,410,60,60,75,60,75,80,90,70,Medium Fast,1,Human-Like,,50,20
Mega Medicham,308,3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,510,60,100,85,80,85,100,90,70,Medium Fast,1,Human-Like,,50,20
Electrike,309,3,Normal,Lightning Pokémon,1,Electric,,0.6,15.2,295,40,45,40,65,40,65,120,70,Slow,1,Field,,50,20
Manectric,310,3,Normal,Discharge Pokémon,1,Electric,,1.5,40.2,475,70,75,60,105,60,105,45,70,Slow,1,Field,,50,20
Mega Manectric,310,3,Normal,Discharge Pokémon,1,Electric,,1.8,44,575,70,75,80,135,80,135,45,70,Slow,1,Field,,50,20
Plusle,311,3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,405,60,50,40,85,75,95,200,70,Medium Fast,1,Fairy,,50,20
Minun,312,3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,405,60,40,50,75,85,95,200,70,Medium Fast,1,Fairy,,50,20
Volbeat,313,3,Normal,Firefly Pokémon,1,Bug,,0.7,17.7,430,65,73,75,47,85,85,150,70,Erratic,2,Bug,Human-Like,100,15
Illumise,314,3,Normal,Firefly Pokémon,1,Bug,,0.6,17.7,430,65,47,75,73,85,85,150,70,Fluctuating,2,Bug,Human-Like,0,15
Roselia,315,3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2,400,50,60,45,100,80,65,150,70,Medium Slow,2,Fairy,Grass,50,20
Gulpin,316,3,Normal,Stomach Pokémon,1,Poison,,0.4,10.3,302,70,43,53,43,53,40,225,70,Fluctuating,1,Amorphous,,50,20
Swalot,317,3,Normal,Poison Bag Pokémon,1,Poison,,1.7,80,467,100,73,83,73,83,55,75,70,Fluctuating,1,Amorphous,,50,20
Carvanha,318,3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,305,45,90,20,65,20,65,225,35,Slow,1,Water 2,,50,20
Sharpedo,319,3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,460,70,120,40,95,40,95,60,35,Slow,1,Water 2,,50,20
Mega Sharpedo,319,3,Normal,Brutal Pokémon,2,Water,Dark,2.5,130.3,560,70,140,70,110,65,105,60,35,Slow,1,Water 2,,50,20
Wailmer,320,3,Normal,Ball Whale Pokémon,1,Water,,2,130,400,130,70,35,70,35,60,125,70,Fluctuating,2,Field,Water 2,50,40
Wailord,321,3,Normal,Float Whale Pokémon,1,Water,,14.5,398,500,170,90,45,90,45,60,60,70,Fluctuating,2,Field,Water 2,50,40
Numel,322,3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24,305,60,60,40,65,45,35,255,70,Medium Fast,1,Field,,50,20
Camerupt,323,3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220,460,70,100,70,105,75,40,150,70,Medium Fast,1,Field,,50,20
Mega Camerupt,323,3,Normal,Eruption Pokémon,2,Fire,Ground,2.5,320.5,560,70,120,100,145,105,20,150,70,Medium Fast,1,Field,,50,20
Torkoal,324,3,Normal,Coal Pokémon,1,Fire,,0.5,80.4,470,70,85,140,85,70,20,90,70,Medium Fast,1,Field,,50,20
Spoink,325,3,Normal,Bounce Pokémon,1,Psychic,,0.7,30.6,330,60,25,35,70,80,60,255,70,Fast,1,Field,,50,20
Grumpig,326,3,Normal,Manipulate Pokémon,1,Psychic,,0.9,71.5,470,80,45,65,90,110,80,60,70,Fast,1,Field,,50,20
Spinda,327,3,Normal,Spot Panda Pokémon,1,Normal,,1.1,5,360,60,60,60,60,60,60,255,70,Fast,2,Field,Human-Like,50,15
Trapinch,328,3,Normal,Ant Pit Pokémon,1,Ground,,0.7,15,290,45,100,45,45,45,10,255,70,Medium Slow,2,Bug,Dragon,50,20
Vibrava,329,3,Normal,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,340,50,70,50,50,50,70,120,70,Medium Slow,2,Bug,Dragon,50,20
Flygon,330,3,Normal,Mystic Pokémon,2,Ground,Dragon,2,82,520,80,100,80,80,80,100,45,70,Medium Slow,2,Bug,Dragon,50,20
Cacnea,331,3,Normal,Cactus Pokémon,1,Grass,,0.4,51.3,335,50,85,40,85,40,35,190,35,Medium Slow,2,Grass,Human-Like,50,20
Cacturne,332,3,Normal,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,475,70,115,60,115,60,55,60,35,Medium Slow,2,Grass,Human-Like,50,20
Swablu,333,3,Normal,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,310,45,40,60,40,75,50,255,70,Erratic,2,Dragon,Flying,50,20
Altaria,334,3,Normal,Humming Pokémon,2,Dragon,Flying,1.1,20.6,490,75,70,90,70,105,80,45,70,Erratic,2,Dragon,Flying,50,20
Mega Altaria,334,3,Normal,Humming Pokémon,2,Dragon,Fairy,1.5,20.6,590,75,110,110,110,105,80,45,70,Erratic,2,Dragon,Flying,50,20
Zangoose,335,3,Normal,Cat Ferret Pokémon,1,Normal,,1.3,40.3,458,73,115,60,60,60,90,90,70,Erratic,1,Field,,50,20
Seviper,336,3,Normal,Fang Snake Pokémon,1,Poison,,2.7,52.5,458,73,100,60,100,60,65,90,70,Fluctuating,2,Dragon,Field,50,20
Lunatone,337,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1,168,460,90,55,65,95,85,70,45,70,Fast,1,Mineral,,,25
Solrock,338,3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.2,154,460,90,95,85,55,65,70,45,70,Fast,1,Mineral,,,25
Barboach,339,3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,288,50,48,43,46,41,60,190,70,Medium Fast,1,Water 2,,50,20
Whiscash,340,3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,468,110,78,73,76,71,60,75,70,Medium Fast,1,Water 2,,50,20
Corphish,341,3,Normal,Ruffian Pokémon,1,Water,,0.6,11.5,308,43,80,65,50,35,35,205,70,Fluctuating,2,Water 1,Water 3,50,15
Crawdaunt,342,3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,468,63,120,85,90,55,55,155,70,Fluctuating,2,Water 1,Water 3,50,15
Baltoy,343,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,300,40,40,55,40,70,55,255,70,Medium Fast,1,Mineral,,,20
Claydol,344,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108,500,60,70,105,70,120,75,90,70,Medium Fast,1,Mineral,,,20
Lileep,345,3,Normal,Sea Lily Pokémon,2,Rock,Grass,1,23.8,355,66,41,77,61,87,23,45,70,Erratic,1,Water 3,,87.5,30
Cradily,346,3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,495,86,81,97,81,107,43,45,70,Erratic,1,Water 3,,87.5,30
Anorith,347,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,355,45,95,50,40,50,75,45,70,Erratic,1,Water 3,,87.5,30
Armaldo,348,3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,495,75,125,100,70,80,45,45,70,Erratic,1,Water 3,,87.5,30
Feebas,349,3,Normal,Fish Pokémon,1,Water,,0.6,7.4,200,20,15,20,10,55,80,255,70,Erratic,2,Dragon,Water 1,50,20
Milotic,350,3,Normal,Tender Pokémon,1,Water,,6.2,162,540,95,60,79,100,125,81,60,70,Erratic,2,Dragon,Water 1,50,20
Castform,351,3,Normal,Weather Pokémon,1,Normal,,0.3,0.8,420,70,70,70,70,70,70,45,70,Medium Fast,2,Amorphous,Fairy,50,25
Castform Sunny Form,351,3,Normal,Weather Pokémon,1,Fire,,0.3,0.8,420,70,70,70,70,70,70,45,70,Medium Fast,2,Amorphous,Fairy,50,25
Castform Rainy Form,351,3,Normal,Weather Pokémon,1,Water,,0.3,0.8,420,70,70,70,70,70,70,45,70,Medium Fast,2,Amorphous,Fairy,50,25
Castform Snowy Form,351,3,Normal,Weather Pokémon,1,Ice,,0.3,0.8,420,70,70,70,70,70,70,45,70,Medium Fast,2,Amorphous,Fairy,50,25
Kecleon,352,3,Normal,Color Swap Pokémon,1,Normal,,1,22,440,60,90,70,60,120,40,200,70,Medium Slow,1,Field,,50,20
Shuppet,353,3,Normal,Puppet Pokémon,1,Ghost,,0.6,2.3,295,44,75,35,63,33,45,225,35,Fast,1,Amorphous,,50,25
Banette,354,3,Normal,Marionette Pokémon,1,Ghost,,1.1,12.5,455,64,115,65,83,63,65,45,35,Fast,1,Amorphous,,50,25
Mega Banette,354,3,Normal,Marionette Pokémon,1,Ghost,,1.2,13,555,64,165,75,93,83,75,45,35,Fast,1,Amorphous,,50,25
Duskull,355,3,Normal,Requiem Pokémon,1,Ghost,,0.8,15,295,20,40,90,30,90,25,190,35,Fast,1,Amorphous,,50,25
Dusclops,356,3,Normal,Beckon Pokémon,1,Ghost,,1.6,30.6,455,40,70,130,60,130,25,90,35,Fast,1,Amorphous,,50,25
Tropius,357,3,Normal,Fruit Pokémon,2,Grass,Flying,2,100,460,99,68,83,72,87,51,200,70,Slow,2,Grass,Monster,50,25
Chimecho,358,3,Normal,Wind Chime Pokémon,1,Psychic,,0.6,1,455,75,50,80,95,90,65,45,70,Fast,1,Amorphous,,50,25
Absol,359,3,Normal,Disaster Pokémon,1,Dark,,1.2,47,465,65,130,60,75,60,75,30,35,Medium Slow,1,Field,,50,25
Mega Absol,359,3,Normal,Disaster Pokémon,1,Dark,,1.2,49,565,65,150,60,115,60,115,30,35,Medium Slow,1,Field,,50,25
Wynaut,360,3,Normal,Bright Pokémon,1,Psychic,,0.6,14,260,95,23,48,23,48,23,125,70,Medium Fast,1,Undiscovered,,50,20
Snorunt,361,3,Normal,Snow Hat Pokémon,1,Ice,,0.7,16.8,300,50,50,50,50,50,50,190,70,Medium Fast,2,Fairy,Mineral,50,20
Glalie,362,3,Normal,Face Pokémon,1,Ice,,1.5,256.5,480,80,80,80,80,80,80,75,70,Medium Fast,2,Fairy,Mineral,50,20
Mega Glalie,362,3,Normal,Face Pokémon,1,Ice,,2.1,350.2,580,80,120,80,120,80,100,75,70,Medium Fast,2,Fairy,Mineral,50,20
Spheal,363,3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,290,70,40,50,55,50,25,255,70,Medium Slow,2,Field,Water 1,50,20
Sealeo,364,3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,410,90,60,70,75,70,45,120,70,Medium Slow,2,Field,Water 1,50,20
Walrein,365,3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,530,110,80,90,95,90,65,45,70,Medium Slow,2,Field,Water 1,50,20
Clamperl,366,3,Normal,Bivalve Pokémon,1,Water,,0.4,52.5,345,35,64,85,74,55,32,255,70,Erratic,1,Water 1,,50,20
Huntail,367,3,Normal,Deep Sea Pokémon,1,Water,,1.7,27,485,55,104,105,94,75,52,60,70,Erratic,1,Water 1,,50,20
Gorebyss,368,3,Normal,South Sea Pokémon,1,Water,,1.8,22.6,485,55,84,105,114,75,52,60,70,Erratic,1,Water 1,,50,20
Relicanth,369,3,Normal,Longevity Pokémon,2,Water,Rock,1,23.4,485,100,90,130,45,65,55,25,70,Slow,2,Water 1,Water 2,87.5,40
Luvdisc,370,3,Normal,Rendezvous Pokémon,1,Water,,0.6,8.7,330,43,30,55,40,65,97,225,70,Fast,1,Water 2,,25,20
Bagon,371,3,Normal,Rock Head Pokémon,1,Dragon,,0.6,42.1,300,45,75,60,40,30,50,45,35,Slow,1,Dragon,,50,40
Shelgon,372,3,Normal,Endurance Pokémon,1,Dragon,,1.1,110.5,420,65,95,100,60,50,50,45,35,Slow,1,Dragon,,50,40
Salamence,373,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,600,95,135,80,110,80,100,45,35,Slow,1,Dragon,,50,40
Mega Salamence,373,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,700,95,145,130,120,90,120,45,35,Slow,1,Dragon,,50,40
Beldum,374,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,300,40,55,80,35,60,30,3,35,Slow,1,Mineral,,,40
Metang,375,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,420,60,75,100,55,80,50,3,35,Slow,1,Mineral,,,40
Metagross,376,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,1.6,550,600,80,135,130,95,90,70,3,35,Slow,1,Mineral,,,40
Mega Metagross,376,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,700,80,145,150,105,110,110,3,35,Slow,1,Mineral,,,40
Regirock,377,3,Sub Legendary,Rock Peak Pokémon,1,Rock,,1.7,230,580,80,100,200,50,100,50,3,35,Slow,1,Undiscovered,,,80
Regice,378,3,Sub Legendary,Iceberg Pokémon,1,Ice,,1.8,175,580,80,50,100,100,200,50,3,35,Slow,1,Undiscovered,,,80
Registeel,379,3,Sub Legendary,Iron Pokémon,1,Steel,,1.9,205,580,80,75,150,75,150,50,3,35,Slow,1,Undiscovered,,,80
Latias,380,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.4,40,600,80,80,90,110,130,110,3,90,Slow,1,Undiscovered,,0,120
Mega Latias,380,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.8,52,700,80,100,120,140,150,110,3,90,Slow,1,Undiscovered,,0,120
Latios,381,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2,60,600,80,90,80,130,110,110,3,90,Slow,1,Undiscovered,,100,120
Mega Latios,381,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.3,70,700,80,130,100,160,120,110,3,90,Slow,1,Undiscovered,,100,120
Kyogre,382,3,Legendary,Sea Basin Pokémon,1,Water,,4.5,352,670,100,100,90,150,140,90,3,0,Slow,1,Undiscovered,,,120
Primal Kyogre,382,3,Legendary,Sea Basin Pokémon,1,Water,,9.8,430,770,100,150,90,180,160,90,5,0,Slow,1,Undiscovered,,,120
Groudon,383,3,Legendary,Continent Pokémon,1,Ground,,3.5,950,670,100,150,140,100,90,90,3,0,Slow,1,Undiscovered,,,120
Primal Groudon,383,3,Legendary,Continent Pokémon,2,Ground,Fire,5,999.7,770,100,180,160,150,90,90,5,0,Slow,1,Undiscovered,,,120
Rayquaza,384,3,Legendary,Sky High Pokémon,2,Dragon,Flying,7,206.5,680,105,150,90,150,90,95,45,0,Slow,1,Undiscovered,,,120
Mega Rayquaza,384,3,Legendary,Sky High Pokémon,2,Dragon,Flying,10.8,392,780,105,180,100,180,100,115,3,0,Slow,1,Undiscovered,,,120
Jirachi,385,3,Mythical,Wish Pokémon,2,Steel,Psychic,0.3,1.1,600,100,100,100,100,100,100,3,100,Slow,1,Undiscovered,,,120
Deoxys Normal Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,600,50,150,50,150,50,150,3,0,Slow,1,Undiscovered,,,120
Deoxys Attack Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,600,50,180,20,180,20,150,3,0,Slow,1,Undiscovered,,,120
Deoxys Defense Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,600,50,70,160,70,160,90,3,0,Slow,1,Undiscovered,,,120
Deoxys Speed Forme,386,3,Mythical,DNA Pokémon,1,Psychic,,1.7,60.8,600,50,95,90,95,90,180,3,0,Slow,1,Undiscovered,,,120
Turtwig,387,4,Normal,Tiny Leaf Pokémon,1,Grass,,0.4,10.2,318,55,68,64,45,55,31,45,70,Medium Slow,2,Grass,Monster,87.5,20
Grotle,388,4,Normal,Grove Pokémon,1,Grass,,1.1,97,405,75,89,85,55,65,36,45,70,Medium Slow,2,Grass,Monster,87.5,20
Torterra,389,4,Normal,Continent Pokémon,2,Grass,Ground,2.2,310,525,95,109,105,75,85,56,45,70,Medium Slow,2,Grass,Monster,87.5,20
Chimchar,390,4,Normal,Chimp Pokémon,1,Fire,,0.5,6.2,309,44,58,44,58,44,61,45,70,Medium Slow,2,Field,Human-Like,87.5,20
Monferno,391,4,Normal,Playful Pokémon,2,Fire,Fighting,0.9,22,405,64,78,52,78,52,81,45,70,Medium Slow,2,Field,Human-Like,87.5,20
Infernape,392,4,Normal,Flame Pokémon,2,Fire,Fighting,1.2,55,534,76,104,71,104,71,108,45,70,Medium Slow,2,Field,Human-Like,87.5,20
Piplup,393,4,Normal,Penguin Pokémon,1,Water,,0.4,5.2,314,53,51,53,61,56,40,45,70,Medium Slow,2,Field,Water 1,87.5,20
Prinplup,394,4,Normal,Penguin Pokémon,1,Water,,0.8,23,405,64,66,68,81,76,50,45,70,Medium Slow,2,Field,Water 1,87.5,20
Empoleon,395,4,Normal,Emperor Pokémon,2,Water,Steel,1.7,84.5,530,84,86,88,111,101,60,45,70,Medium Slow,2,Field,Water 1,87.5,20
Starly,396,4,Normal,Starling Pokémon,2,Normal,Flying,0.3,2,245,40,55,30,30,30,60,255,70,Medium Slow,1,Flying,,50,15
Staravia,397,4,Normal,Starling Pokémon,2,Normal,Flying,0.6,15.5,340,55,75,50,40,40,80,120,70,Medium Slow,1,Flying,,50,15
Staraptor,398,4,Normal,Predator Pokémon,2,Normal,Flying,1.2,24.9,485,85,120,70,50,60,100,45,70,Medium Slow,1,Flying,,50,15
Bidoof,399,4,Normal,Plump Mouse Pokémon,1,Normal,,0.5,20,250,59,45,40,35,40,31,255,70,Medium Fast,2,Field,Water 1,50,15
Bibarel,400,4,Normal,Beaver Pokémon,2,Normal,Water,1,31.5,410,79,85,60,55,60,71,127,70,Medium Fast,2,Field,Water 1,50,15
Kricketot,401,4,Normal,Cricket Pokémon,1,Bug,,0.3,2.2,194,37,25,41,25,41,25,255,70,Medium Slow,1,Bug,,50,15
Kricketune,402,4,Normal,Cricket Pokémon,1,Bug,,1,25.5,384,77,85,51,55,51,65,45,70,Medium Slow,1,Bug,,50,15
Shinx,403,4,Normal,Flash Pokémon,1,Electric,,0.5,9.5,263,45,65,34,40,34,45,235,70,Medium Slow,1,Field,,50,20
Luxio,404,4,Normal,Spark Pokémon,1,Electric,,0.9,30.5,363,60,85,49,60,49,60,120,100,Medium Slow,1,Field,,50,20
Luxray,405,4,Normal,Gleam Eyes Pokémon,1,Electric,,1.4,42,523,80,120,79,95,79,70,45,70,Medium Slow,1,Field,,50,20
Budew,406,4,Normal,Bud Pokémon,2,Grass,Poison,0.2,1.2,280,40,30,35,50,70,55,255,70,Medium Slow,1,Undiscovered,,50,20
Roserade,407,4,Normal,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,515,60,70,65,125,105,90,75,70,Medium Slow,2,Fairy,Grass,50,20
Cranidos,408,4,Normal,Head Butt Pokémon,1,Rock,,0.9,31.5,350,67,125,40,30,30,58,45,70,Erratic,1,Monster,,87.5,30
Rampardos,409,4,Normal,Head Butt Pokémon,1,Rock,,1.6,102.5,495,97,165,60,65,50,58,45,70,Erratic,1,Monster,,87.5,30
Shieldon,410,4,Normal,Shield Pokémon,2,Rock,Steel,0.5,57,350,30,42,118,42,88,30,45,70,Erratic,1,Monster,,87.5,30
Bastiodon,411,4,Normal,Shield Pokémon,2,Rock,Steel,1.3,149.5,495,60,52,168,47,138,30,45,70,Erratic,1,Monster,,87.5,30
Burmy,412,4,Normal,Bagworm Pokémon,1,Bug,,0.2,3.4,224,40,29,45,29,45,36,120,70,Medium Fast,1,Bug,,50,15
Wormadam Plant Cloak,413,4,Normal,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,424,60,59,85,79,105,36,45,70,Medium Fast,1,Bug,,0,15
Wormadam Sandy Cloak,413,4,Normal,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,424,60,79,105,59,85,36,45,70,Medium Fast,1,Bug,,0,15
Wormadam Trash Cloak,413,4,Normal,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,424,60,69,95,69,95,36,45,70,Medium Fast,1,Bug,,0,15
Mothim,414,4,Normal,Moth Pokémon,2,Bug,Flying,0.9,23.3,424,70,94,50,94,50,66,45,70,Medium Fast,1,Bug,,100,15
Combee,415,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,244,30,30,42,30,42,70,120,70,Medium Slow,1,Bug,,87.5,15
Vespiquen,416,4,Normal,Beehive Pokémon,2,Bug,Flying,1.2,38.5,474,70,80,102,80,102,40,45,70,Medium Slow,1,Bug,,0,15
Pachirisu,417,4,Normal,EleSquirrel Pokémon,1,Electric,,0.4,3.9,405,60,45,70,45,90,95,200,100,Medium Fast,2,Fairy,Field,50,10
Buizel,418,4,Normal,Sea Weasel Pokémon,1,Water,,0.7,29.5,330,55,65,35,60,30,85,190,70,Medium Fast,2,Field,Water 1,50,20
Floatzel,419,4,Normal,Sea Weasel Pokémon,1,Water,,1.1,33.5,495,85,105,55,85,50,115,75,70,Medium Fast,2,Field,Water 1,50,20
Cherubi,420,4,Normal,Cherry Pokémon,1,Grass,,0.4,3.3,275,45,35,45,62,53,35,190,70,Medium Fast,2,Fairy,Grass,50,20
Cherrim,421,4,Normal,Blossom Pokémon,1,Grass,,0.5,9.3,450,70,60,70,87,78,85,75,70,Medium Fast,2,Fairy,Grass,50,20
Shellos,422,4,Normal,Sea Slug Pokémon,1,Water,,0.3,6.3,325,76,48,48,57,62,34,190,70,Medium Fast,2,Amorphous,Water 1,50,20
Gastrodon,423,4,Normal,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,475,111,83,68,92,82,39,75,70,Medium Fast,2,Amorphous,Water 1,50,20
Ambipom,424,4,Normal,Long Tail Pokémon,1,Normal,,1.2,20.3,482,75,100,66,60,66,115,45,100,Fast,1,Field,,50,20
Drifloon,425,4,Normal,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,348,90,50,34,60,44,70,125,70,Fluctuating,1,Amorphous,,50,30
Drifblim,426,4,Normal,Blimp Pokémon,2,Ghost,Flying,1.2,15,498,150,80,44,90,54,80,60,70,Fluctuating,1,Amorphous,,50,30
Buneary,427,4,Normal,Rabbit Pokémon,1,Normal,,0.4,5.5,350,55,66,44,44,56,85,190,0,Medium Fast,2,Field,Human-Like,50,20
Lopunny,428,4,Normal,Rabbit Pokémon,1,Normal,,1.2,33.3,480,65,76,84,54,96,105,60,140,Medium Fast,2,Field,Human-Like,50,20
Mega Lopunny,428,4,Normal,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,580,65,136,94,54,96,135,60,140,Medium Fast,2,Field,Human-Like,50,20
Mismagius,429,4,Normal,Magical Pokémon,1,Ghost,,0.9,4.4,495,60,60,60,105,105,105,45,35,Fast,1,Amorphous,,50,25
Honchkrow,430,4,Normal,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,505,100,125,52,105,52,71,30,35,Medium Slow,1,Flying,,50,20
Glameow,431,4,Normal,Catty Pokémon,1,Normal,,0.5,3.9,310,49,55,42,42,37,85,190,70,Fast,1,Field,,25,20
Purugly,432,4,Normal,Tiger Cat Pokémon,1,Normal,,1,43.8,452,71,82,64,64,59,112,75,70,Fast,1,Field,,25,20
Chingling,433,4,Normal,Bell Pokémon,1,Psychic,,0.2,0.6,285,45,30,50,65,50,45,120,70,Fast,1,Undiscovered,,50,25
Stunky,434,4,Normal,Skunk Pokémon,2,Poison,Dark,0.4,19.2,329,63,63,47,41,41,74,225,70,Medium Fast,1,Field,,50,20
Skuntank,435,4,Normal,Skunk Pokémon,2,Poison,Dark,1,38,479,103,93,67,71,61,84,60,70,Medium Fast,1,Field,,50,20
Bronzor,436,4,Normal,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,300,57,24,86,24,86,23,255,70,Medium Fast,1,Mineral,,,20
Bronzong,437,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187,500,67,89,116,79,116,33,90,70,Medium Fast,1,Mineral,,,20
Bonsly,438,4,Normal,Bonsai Pokémon,1,Rock,,0.5,15,290,50,80,95,10,45,10,255,70,Medium Fast,1,Undiscovered,,50,20
Mime Jr.,439,4,Normal,Mime Pokémon,2,Psychic,Fairy,0.6,13,310,20,25,45,70,90,60,145,70,Medium Fast,1,Undiscovered,,50,25
Happiny,440,4,Normal,Playhouse Pokémon,1,Normal,,0.6,24.4,220,100,5,5,15,65,30,130,140,Fast,1,Undiscovered,,0,40
Chatot,441,4,Normal,Music Note Pokémon,2,Normal,Flying,0.5,1.9,411,76,65,45,92,42,91,30,35,Medium Slow,1,Flying,,50,20
Spiritomb,442,4,Normal,Forbidden Pokémon,2,Ghost,Dark,1,108,485,50,92,108,92,108,35,100,70,Medium Fast,1,Amorphous,,50,30
Gible,443,4,Normal,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,300,58,70,45,40,45,42,45,70,Slow,2,Dragon,Monster,50,40
Gabite,444,4,Normal,Cave Pokémon,2,Dragon,Ground,1.4,56,410,68,90,65,50,55,82,45,70,Slow,2,Dragon,Monster,50,40
Garchomp,445,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95,600,108,130,95,80,85,102,45,70,Slow,2,Dragon,Monster,50,40
Mega Garchomp,445,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95,700,108,170,115,120,95,92,45,70,Slow,2,Dragon,Monster,50,40
Munchlax,446,4,Normal,Big Eater Pokémon,1,Normal,,0.6,105,390,135,85,40,40,85,5,50,70,Slow,1,Undiscovered,,87.5,40
Riolu,447,4,Normal,Emanation Pokémon,1,Fighting,,0.7,20.2,285,40,70,40,35,40,60,75,70,Medium Slow,1,Undiscovered,,87.5,25
Lucario,448,4,Normal,Aura Pokémon,2,Fighting,Steel,1.2,54,525,70,110,70,115,70,90,45,70,Medium Slow,2,Field,Human-Like,87.5,25
